video,source_video,rollout_h5_error,rollout_h5_p95,rollout_h5_max,observed_frames,frames,video_sha256,simulation_metadata
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/absolute-s0p10/videos/00000/828.mp4,00000/828.mp4,1.5773090802899634,4.256149281325448,7.753554341222475,5,49,a5bd43afba9915ad313634fe7950e3f7f2d6f6ad883d537d1f7798c22d09568e,data/bounce/eval_49f_5n_0c/00000/828.npz
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/absolute-s0p10/videos/00000/871.mp4,00000/871.mp4,0.7952133032619189,2.1335312774919006,5.3800739880201975,5,49,a5f41d36eb853be192518a950a79bb96b9aa9a12ed3f77ac654d346b5c209901,data/bounce/eval_49f_5n_0c/00000/871.npz
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/absolute-s0p30/videos/00000/037.mp4,00000/037.mp4,1.462175765211499,3.7362780334818426,5.90023987793175,5,49,9bb9c0292e1f49028f30ae3c50364c039e1020e7273e225329e2be7698239aa5,data/bounce/eval_49f_5n_0c/00000/037.npz
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/absolute-s0p30/videos/00000/164.mp4,00000/164.mp4,1.7323715604258496,4.95512935845408,7.325497815782451,5,49,bf01faf7b9958c74a9e79ff775f708d1f93d36876139d471e2b5b7002f3eeae1,data/bounce/eval_49f_5n_0c/00000/164.npz
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/absolute-s0p30/videos/00000/828.mp4,00000/828.mp4,1.9752072294129268,5.4035169249644435,6.184163998715989,5,49,c9cbab7e88d14e22d38dc0aff44e5d5e31a3c87bd33b5fc34a555a59082a1a7a,data/bounce/eval_49f_5n_0c/00000/828.npz
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/absolute-s0p30/videos/00000/871.mp4,00000/871.mp4,1.6362001735241005,4.880007608082665,15.475264518522389,5,49,b8758d8d5e1d819c18ed4b5d9266e3932a1f51943b793c9373c7281c2fb39002,data/bounce/eval_49f_5n_0c/00000/871.npz
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/delta-s0p003/videos/00000/037.mp4,00000/037.mp4,0.9074763407453362,2.958920563041635,3.7600258703776923,5,49,bec86740e5dc22922b4f975899c68de46b0def99b35b7f5eb49904936776456e,data/bounce/eval_49f_5n_0c/00000/037.npz
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/delta-s0p003/videos/00000/164.mp4,00000/164.mp4,1.0509899251962482,2.5974654123357985,4.159154779359797,5,49,7467dc67406631de99067386e49583befc63ef6d871de9f37768e5379b774465,data/bounce/eval_49f_5n_0c/00000/164.npz
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/delta-s0p003/videos/00000/828.mp4,00000/828.mp4,1.2435095165949284,4.092357364166685,5.12868232963793,5,49,df8e61bc1e6fcec5751510cc514acf6eb6a83b1ca02a5a02f276e3b5bc8ffeb6,data/bounce/eval_49f_5n_0c/00000/828.npz
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/delta-s0p003/videos/00000/871.mp4,00000/871.mp4,0.7882014018744286,2.143663723899247,5.3887988478215565,5,49,590aa88618bccbe675a611e7a657c02eae6d7b4c2763c911021ae68c2a5bb836,data/bounce/eval_49f_5n_0c/00000/871.npz
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/delta-s0p01/videos/00000/037.mp4,00000/037.mp4,0.9203913923076685,2.943546959629307,3.9161284485934065,5,49,ebcb75aff882f6c23101387ea12a26daf4b54c2c1e8cf4c0e2c66bee477b4e5e,data/bounce/eval_49f_5n_0c/00000/037.npz
guidance-experiments-report/qualitative/strength-sweep-5ball-49f/delta-s0p01/videos/00000/164.mp4,00000/164.mp4,1.0170208309316673,2.5649754612601825,4.1606768981909115,5,49,75581e2e55276b3b03d5a69de3be811c4b2e0c61300a45a359b8c99b15e36558,data/bounce/eval_49f_5n_0c/00000/164.npz
